,UNIQUE-ID,ERXN-NUMBER,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
139,2.3.1.100-RXN,N/A,['EC-2.3.1.100'],"['PALMITYL-COA', 'Myelin-proteolipids']","['Palmitoyl-Myelin-proteolipids', 'CO-A']",N/A
140,1.12.1.3-RXN,"['ENZRXN-18915', 'ENZRXN-13386']",['EC-1.12.1.3'],"['NADP', 'HYDROGEN-MOLECULE']","['NADPH', 'PROTON']",-12.396484
141,RXN-4511,['ENZRXN-6990'],['EC-1.14.14.135'],"['CPD-4403', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-4405', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-103.73173
142,RXN-13613,['ENZRXN-20732'],['EC-2.3.1.207'],"['CPD-196', 'MALONYL-ACP', 'PROTON']","['3-oxo-decanoyl-ACPs', 'CARBON-DIOXIDE', 'CO-A']",-150.65857
143,RXN-13255,N/A,N/A,"['OLEATE-CPD', 'HYDROGEN-PEROXIDE', 'PROTON']","['CPD-14249', 'CARBON-DIOXIDE', 'WATER']",-60.269836
144,RXN-10894,['ENZRXN-16939'],['EC-1.14.13'],"['CPD-11859', 'OXYGEN-MOLECULE', 'NADH', 'PROTON']","['CPD-11860', 'FORMALDEHYDE', 'WATER', 'NAD']",-99.5188
145,RXN-18457,['ENZRXN-25503'],['EC-2.8.1.15'],"['ATP', 'Thiocarboxylated-TtuB', 'tRNA-containing-5Me-uridine54', 'WATER']","['AMP', 'PPI', 'TtuB-Sulfur-carrier-proteins', '5-Methyl-2-thiouracil54-in-tRNA', 'PROTON']",-7.001831
146,2.6.1.22-RXN,['ENZRXN66-6315'],['EC-2.6.1.22'],"['2-KETOGLUTARATE', 'CPD-466']","['GLT', 'CH3-MALONATE-S-ALD']",0.32411194
147,RXN0-5184,"['MALDEXPHOSPHORYL-ENZRXN', 'ENZRXN66-1680', 'ENZRXN66-1940', 'ENZRXN66-2446', 'ENZRXNQT-9840', 'ENZRXNQT-5316']",['EC-2.4.1.1'],"['1-4-alpha-D-Glucan', 'Pi']","['1-4-alpha-D-Glucan', 'GLC-1-P']",-66.098755
148,RXN1G-193,['ENZRXN1G-373'],['EC-1.3.1.118'],"['cis-cis-D5-17-C36-2-ACPs', 'NAD']","['trans-D2-cis-cis-D5-17-C36-3-ACPs', 'NADH', 'PROTON']",34.414062
149,RXN-15185,N/A,['EC-2.7.1.193'],"['Hpr-pi-phospho-L-histidines', 'N-ACETYL-D-GLUCOSAMINE']","['CPD-16167', 'Hpr-Histidine']",-33.6911
150,METHYLACETOACETYLCOATHIOL-RXN,"['ENZRXN3O-1249', 'ENZRXN-12259']",['EC-2.3.1.16'],"['2-METHYL-ACETO-ACETYL-COA', 'CO-A']","['PROPIONYL-COA', 'ACETYL-COA']",-5.249817
151,1.5.8.1-RXN,['ENZRXN-18515'],['EC-1.5.8.1'],"['DIMETHYLAMINE', 'WATER', 'ETF-Oxidized', 'PROTON']","['FORMALDEHYDE', 'METHYLAMINE', 'ETF-Reduced']",22.067757
152,3.2.1.97-RXN,['ENZRXN-19295'],['EC-3.2.1.97'],"['Core1', 'WATER']","['CPD-16184', 'Glycoprotein-L-serine-or-L-threonine']",233.12277
153,RXN1G-288,['ENZRXN1G-294'],N/A,"['C78-alpha-mycolate-pks13', 'CPD1G-69']","['CPD1G-83', 'Polyketide-synthase-PKS13']",1535.2678
154,RXN-17985,['ENZRXN-25022'],['EC-2.3.1.260'],"['Malonamoyl-OxyC', 'MALONYL-COA', 'PROTON']","['Nonaketamide-OxyC', 'CARBON-DIOXIDE', 'CO-A']",-122.09375
155,RXN-18122,['ENZRXN-25208'],['EC-2.1.1.336'],"['S-ADENOSYLMETHIONINE', 'CPD-19420']","['CPD-19421', 'ADENOSYL-HOMO-CYS', 'PROTON']",-4.360031
156,RXN-15655,N/A,['EC-2.7.7'],"['CPD-1803', 'CTP']","['CPD-16881', 'PPI']",-118.581665
157,RXN1G-132,['ENZRXN1G-274'],['|EC-2.3.1.cu|'],"['cis-delta19-C38-ACPs', 'MALONYL-ACP', 'PROTON']","['cis-delta21-3-oxo-C40-ACPs', 'ACP', 'CARBON-DIOXIDE']",-6.862915
158,RXN-18553,N/A,['EC-6.1.3.1'],"['CPD-19850', 'ATP']","['CPD-19851', 'AMP', 'PPI']",-12.501709
159,RXN-11338,['ENZRXN-17648'],['EC-6.3.1'],"['CPD-12302', 'AMMONIUM', 'ATP']","['PROTON', 'CPD-12295', 'AMP', 'PPI']",-12.503662
160,1.2.2.3-RXN,N/A,['EC-1.17.2.3'],"['Oxidized-cytochromes-c553', 'FORMATE']","['Reduced-cytochromes-c553', 'CARBON-DIOXIDE', 'PROTON']",-19.772354
161,RXN-8213,N/A,['EC-4.99.1.M1'],"['CPD-7907', 'FE+2']","['CPD-7903', 'PROTON']",40.434113
162,RXN-11773,N/A,N/A,"['CPD-12745', 'WATER', 'Donor-H2']","['CPD-12746', 'PPI', 'Acceptor']",N/A
163,RXN-13258,['ENZRXN-20235'],['EC-2.3.1'],"['Palmitoyl-ACPs', 'MALONYL-COA']","['CPD-14223', 'CARBON-DIOXIDE', 'ACP', 'CO-A']",322.44556
164,3.8.1.8-RXN,"['ENZRXN-14446', 'ENZRXN-14425', 'ENZRXN-3221']",['EC-3.8.1.8'],"['ATRAZINE', 'WATER']","['PROTON', 'HYDROXYATRAZINE', 'CL-']",5.0328674
165,SEQUOYITOL-DEHYDROGENASE-RXN,['ENZRXN-18831'],['EC-1.1.1.143'],"['PROTON', 'PENTAHYDROXYCYCLOHEXANONE', 'NADH']","['5-O-METHYL-MYO-INOSITOL', 'NAD']",0.37820435
166,RXN0-949,"['ENZRXN0-1087', 'ENZRXN3O-10570', 'ENZRXN8J2-1944']",['EC-2.8.1.8'],"['S-ADENOSYLMETHIONINE', 'Octanoylated-domains', 'Fe4S4-Cluster-Protein', 'PROTON', 'Reduced-ferredoxins']","['Dihydro-Lipoyl-Proteins', 'CH33ADO', 'MET', 'Iron-Sulfur-Cluster-Scaffold-Proteins', 'CPD-7046', 'FE+2', 'Oxidized-ferredoxins']",-97.43162
167,RXN-8671,"['ENZRXN-18310', 'ENZRXN-18309', 'ENZRXN-18307']",N/A,"['3-Hydroxy-Flavanones', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['3-5-Dihydroxy-Flavanones', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-87.054756
168,RXN-16155,N/A,['EC-4.2.1.134'],['CPD-17402'],"['CPD-17403', 'WATER']",2.1629791
169,RXN-13010,N/A,['EC-1.3.1'],"['DOCOSAPENTAENOYL-2-ENOYL-ACP', 'NADH', 'PROTON']","['DOCOSAPENTAENOYL-ACP', 'NAD']",-34.414062
170,RXN-13796,"['ENZRXN-21010', 'ENZRXN-21008']",['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-14816']","['CPD-14817', 'ADENOSYL-HOMO-CYS', 'PROTON']",-4.3600006
171,AMACETOXID-RXN,['AMACETOXID-ENZRXN'],['EC-1.4.3.21'],"['AMINO-ACETONE', 'WATER', 'OXYGEN-MOLECULE']","['METHYL-GLYOXAL', 'AMMONIUM', 'HYDROGEN-PEROXIDE']",-21.503006
172,RXN-17497,['ENZRXN-24639'],['EC-1.14.13.223'],"['4-HMA-SibE-Proteins', 'NADH', 'OXYGEN-MOLECULE', 'PROTON']","['35-Di-OH-MA-SibE-Proteins', 'NAD', 'WATER']",-93.1488
173,RXN-19002,['ENZRXN-25860'],['EC-2.4.99.6'],"['CMP-N-ACETYL-NEURAMINATE', 'Galactosylated-N-Glycan']","['13-Sial-Gal-N-glycans', 'CMP', 'PROTON']",-156.19214
174,RXN-16658,['ENZRXN-23861'],['EC-2.3.1'],"['BENZOYLCOA', 'CPD-17939']","['CPD-17937', 'CO-A']",13.979920
175,RXN0-6705,['ENZRXN0-7462'],['EC-2.3.1.51'],"['Palmitoyl-ACPs', '1-PALMITOYLGLYCEROL-3-PHOSPHATE']","['CPD0-1422', 'ACP']",304.52368
176,RXN-19451,['ENZRXN-14901'],['|EC-6.2.1.ab|'],"['THR', 'DhbF', 'ATP']","['Threonyl-DhbF', 'AMP', 'PPI']",-96.2207
177,RXN-12251,N/A,N/A,"['CPD-13175', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-13174', 'WATER', 'Acceptor']",N/A
178,RXN-12825,"['ENZRXN-26351', 'ENZRXN-26348']",['EC-3.4.19.14'],"['LEUKOTRIENE-C4', 'WATER']","['CPD66-21', 'GLT']",0.16113281
179,PHOSMANMUT-RXN,"['PHOSMANMUT-ENZRXN', 'ENZRXN-23668', 'ENZRXNQT-4910', 'ENZRXN-14242', 'ENZRXN-2427', 'ENZRXN-2941']",['EC-5.4.2.8'],['MANNOSE-1P'],['CPD-15979'],0.
180,RXN-9156,N/A,['EC-3.2.1.161'],"['Apiofuranosylglu-7-hydroxyisoflavonoids', 'WATER']","['7-hydroxyisoflavones', 'CPD-9004']",181.76714
181,RXN-17261,['ENZRXN-24407'],['EC-3.1.2.M1'],"['phenolcarboxyphthiodiolenone-PpsAE-PKS', 'WATER']","['CPD-18670', 'PpsAE-PKS-Protein', 'PROTON']",568.8056
182,RXN-14227,N/A,['EC-3.1.3.5'],"['NICOTINATE_NUCLEOTIDE', 'WATER']","['CPD-8259', 'Pi']",7.217041
183,RXN-12739,['ENZRXN-19717'],['EC-1.14.15.30'],"['CPD-13739', 'OXYGEN-MOLECULE', 'Reduced-ferredoxins', 'PROTON']","['CPD-13743', 'Oxidized-ferredoxins', 'WATER']",-90.78519
184,RXN0-2144,['ENZRXN0-2881'],['EC-4.2.1.59'],['b-Hydroxy-cis-D5-dodecenoyl-ACPs'],"['WATER', 'Trans-D3-cis-D5-dodecenoyl-ACPs']",19.435244
185,1.6.99.12-RXN,['ENZRXN-26162'],['EC-1.16.1.6'],"['CPD-20917', 'NADP', 'HCN']","['CPD-315', 'CblC', 'NADPH', 'PROTON']",1797.1707
186,DADPKIN-RXN,"['DADPKIN-ENZRXN', 'ENZRXN3O-4110', 'ENZRXNQT-7446', 'ENZRXN66-2243']",['EC-2.7.4.6'],"['DADP', 'ATP']","['DATP', 'ADP']",94.98999
187,RXN-17189,"['ENZRXN-24660', 'ENZRXN-24350']",['EC-2.3.1'],"['CPD-18587', 'PhsA']","['AcDMPT-PhsA', 'AMP', 'PROTON']",-59.799255
188,RXN-9673,"['ENZRXN3O-10268', 'ENZRXN66-5349', 'ENZRXN-15283']",['EC-6.2.1.3'],"['LINOLEIC_ACID', 'CO-A', 'ATP']","['CPD-18', 'PPI', 'AMP']",-12.71167
189,RXN-17174,N/A,['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-18560']","['CPD-18558', 'ADENOSYL-HOMO-CYS', 'PROTON']",-26.300018
190,RXN-17132,['ENZRXN-24291'],['EC-3.9.1.3'],"['Protein-tauphospho-L-histidines', 'WATER']","['Protein-Histidines', 'Pi']",-26.474121
191,RXN-14690,N/A,['EC-1.6.3.2'],"['NADH-P-OR-NOP', 'PROTON', 'OXYGEN-MOLECULE']","['NAD-P-OR-NOP', 'WATER']",-82.87537
192,GLYCOGENSYN-RXN,"['GLYCOGENSYN-ENZRXN', 'ENZRXNQT-16347', 'ENZRXNIO2-2114', 'ENZRXN-1968', 'ENZRXN-1967', 'ENZRXN-1966']",['EC-2.4.1.21'],"['ADP-D-GLUCOSE', '1-4-alpha-D-Glucan']","['ADP', '1-4-alpha-D-Glucan']",107.97638
193,RXN-9655,"['FABAUNSATDEHYDR-ENZRXN', 'ENZRXN0-7976', 'ENZRXN-23819', 'ENZRXN-21702', 'ENZRXN1G-536', 'ENZRXN-15306', 'ENZRXN-15246']","['EC-2.3.1.86', 'EC-2.3.1.85', 'EC-4.2.1.59']",['Beta-hydroxydecanoyl-ACPs'],"['Trans-D2-decenoyl-ACPs', 'WATER']",22.705246
194,RXN-19944,N/A,['EC-3.4.13.20'],"['CPD-12185', 'WATER']","['4-AMINO-BUTYRATE', 'HIS']",-0.46299744
195,RXN-17630,"['ENZRXN0-8332', 'ENZRXN-24762']",['EC-3.5.1.124'],"['Protein-Arginine-Aminocarbinol', 'WATER']","['Protein-L-Arginines', 'D-LACTATE', 'PROTON']",24.457382
196,RXN-11707,['ENZRXN490-3937'],['EC-1.2.1.80'],"['CPD-55', 'NAD-P-OR-NOP', 'ACP']","['Stearoyl-ACPs', 'NADH-P-OR-NOP', 'PROTON']",-366.21753
197,RXN-10042,"['ENZRXN-16046', 'ENZRXN-16045']",['EC-3.5.1.97'],"['CPD-10783', 'WATER']","['CPD-15554', '3-OXODODECANOATE']",-1.0871124
198,1.1.3.37-RXN,['ENZRXN3O-1478'],['EC-1.1.3.37'],"['CPD-356', 'OXYGEN-MOLECULE']","['CPD-1789', 'HYDROGEN-PEROXIDE']",-47.149994
199,RXN-17018,['ENZRXN0-7990'],['EC-2.3.1.15'],"['Palmitoyl-ACPs', 'GLYCEROL-3P']","['1-PALMITOYLGLYCEROL-3-PHOSPHATE', 'ACP']",304.52356
200,RXN-4320,['ENZRXN-6582'],['EC-2.3.1.115'],"['CPD-4222', 'MALONYL-COA']","['CPD-4223', 'CO-A']",-1.1135254
201,RXN-13234,N/A,['EC-2.1.1'],"['S-ADENOSYLMETHIONINE', 'CPD-14206']","['CPD-14214', 'ADENOSYL-HOMO-CYS', 'PROTON']",-20.330017
202,RXN-9590,['ENZRXN-15148'],['EC-2.3.1.274'],"['ACYL-ACP', 'Pi']","['Acyl-Phosphates', 'ACP']",-0.5111084
203,RXN-10878,['ENZRXN-16905'],['EC-2.8.2.M2'],"['PAPS', 'CPD-11835']","['3-5-ADP', '24-Epibrassinolide-Sulfates']",-321.41376
204,2.5.1.43-RXN,"['ENZRXN-15086', 'ENZRXN-14920', 'ENZRXN-14919', 'ENZRXN-14917', 'ENZRXN-14913']",['EC-2.5.1.43'],['S-ADENOSYLMETHIONINE'],"['PROTON', 'CPD-463', '5-METHYLTHIOADENOSINE']",-46.650024
205,RXN-9556,['ENZRXN-23152'],['EC-1.1.1.100'],"['R-3-hydroxy-cis-vaccenoyl-ACPs', 'NADP']","['3-oxo-cis-vaccenoyl-ACPs', 'NADPH', 'PROTON']",20.375732
206,RXN0-5121,['ENZRXN0-6223'],['EC-2.7.1'],"['CPD0-932', 'ATP']","['PROTON', 'CPD0-933', 'ADP']",-22.305237
207,RXN-15130,"['ENZRXN-688', 'ENZRXN-22423', 'ENZRXN66-399']",['EC-4.4.1.1'],"['L-CYSTATHIONINE', 'WATER']","['CYS', '2-OXOBUTANOATE', 'AMMONIUM']",-0.26712418
208,RXN-11320,['ENZRXN-17609'],['EC-1.14.11.29'],"['HIF-Alpha', '2-KETOGLUTARATE', 'OXYGEN-MOLECULE']","['4-hydroxy-L-proline-HIF-Alpha', 'SUC', 'CARBON-DIOXIDE']",N/A
209,METHANETHIOL-OXIDASE-RXN,['ENZRXN-15411'],['EC-1.8.3.4'],"['CPD-7671', 'OXYGEN-MOLECULE', 'WATER']","['FORMALDEHYDE', 'HS', 'HYDROGEN-PEROXIDE']",-12.703000
210,3.2.1.76-RXN,['ENZRXN66-870'],['EC-3.2.1.76'],"['Dermatan-Sulfate', 'WATER']","['CPD-12515', 'Dermatan-NacGal']",671.1043
211,RXN-16914,['ENZRXN-24073'],['EC-2.3.1'],"['ACP', 'DPG', 'WATER']","['D-Glyceryl-ACP', 'Pi']",-28.841064
212,RXN1G-1151,"['ENZRXN1G-1174', 'ENZRXN1G-1164', 'ENZRXN1G-1156']",['EC-2.3.1'],['CPD1G-1353'],"['CPD1G-854', 'TREHALOSE']",-2.44140610000e-4
213,RXN-18103,N/A,N/A,"['OXYGEN-MOLECULE', 'CPD-19246']","['CPD-275', 'WATER', 'PROTON']",-108.60225
214,RXN-9534,['ENZRXN-15137'],"['EC-1.3.1.10', 'EC-1.3.1.39', 'EC-2.3.1.85', 'EC-2.3.1.86']","['Dodecanoyl-ACPs', 'NADP']","['Dodec-2-enoyl-ACPs', 'NADPH', 'PROTON']",33.16577
215,RXN-15632,['ENZRXN-22964'],['EC-1.1.1.375'],"['L-2-hydroxyacids', 'NAD-P-OR-NOP']","['2-Oxo-carboxylates', 'NADH-P-OR-NOP', 'PROTON']",13.812927
216,RXN-7568,"['ENZRXN-14775', 'ENZRXN-11915']",['EC-2.5.1.130'],"['CPD-18334', 'PHYTYL-PYROPHOSPHATE', 'PROTON']","['CPD-6947', 'PPI', 'CARBON-DIOXIDE']",-16.385864
217,RXN-16874,['ENZRXN-24021'],['EC-6.3.2'],"['HlmE', 'CYS', 'ATP']","['L-cysteinyl-HlmE', 'AMP', 'PPI']",-76.51843
218,RXN-18524,N/A,['EC-1.3.99'],"['CPD-7323', 'Acceptor']","['CPD-19846', 'Donor-H2']",N/A
219,RXN-11315,['ENZRXN-17602'],['EC-1.1.1.307'],"['XYLITOL', 'NAD-P-OR-NOP']","['CPD-15377', 'NADH-P-OR-NOP', 'PROTON']",-7.72937
220,RXN-9292,['ENZRXN-14936'],['EC-1.3.7.6'],"['3Z-PHYCOERYTHROBILIN', 'Oxidized-ferredoxins']","['BILIVERDINE', 'Reduced-ferredoxins', 'PROTON']",-40.083527
221,RXN-8187,"['ENZRXN-23634', 'ENZRXN-23616', 'ENZRXN-23610', 'ENZRXN-13025']",N/A,"['CPD-7849', 'Reduced-ferredoxins', 'PROTON', 'OXYGEN-MOLECULE']","['CPD-7847', 'Oxidized-ferredoxins', 'WATER']",-82.63513
222,RXN-11754,N/A,['EC-2.1.1.201'],"['S-ADENOSYLMETHIONINE', '2-Methoxy-6-Polyprenyl-14-Benzoquinols']","['6Methoxy5Methyl2Polyprenyl14Benzoquinol', 'ADENOSYL-HOMO-CYS', 'PROTON']",-41.182262
223,RXN-10657,['ENZRXN-16658'],['EC-1.3.1.9'],"['Cis-Delta7-tetradecenoyl-ACPs', 'NAD']","['Trans-D2-cis-D7-tetradecenoyl-ACPs', 'NADH', 'PROTON']",34.414062
224,3.6.1.17-RXN,N/A,['EC-3.6.1.17'],"['CPD-609', 'WATER']","['PROTON', 'GTP', 'GMP']",-10.245361
225,SAICARSYN-RXN,"['SAICARSYN-ENZRXN', 'ENZRXN66-154', 'ENZRXN-787']",['EC-6.3.2.6'],"['ATP', 'PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE', 'L-ASPARTATE']","['PROTON', 'ADP', 'Pi', 'P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE']",-7.658325
226,RXN-16739,"['ENZRXN-23924', 'ENZRXN-23922']",['EC-6.3.2'],"['CPD-18059', 'HOMO-SER', 'ATP', 'NADPH']","['CPD-18058', 'ACP', 'AMP', 'PPI', 'NADP', 'WATER']",188.0581
227,RXN-16139,N/A,['EC-3.1.1.4'],"['CPD-17282', 'WATER']","['5Z8Z11Z14Z17Z-EICOSAPENTAENOATE', 'Glycerolipids', 'PROTON']",279.42426
228,RXN-13774,['ENZRXN-20967'],['EC-1.1.1'],"['CPD-14807', 'NADP']","['CPD-14806', 'NADPH', 'PROTON']",-0.1665039
229,RXN-8128,['ENZRXN-19882'],['EC-2.1.1.251'],"['CPD-7671', 'MtsB-Proteins']","['Methylated-MtsB-Proteins', 'CPD-846']",-30.697495
230,ALLENE-OXIDE-CYCLASE-RXN,['ENZRXN-13653'],['EC-5.3.99.6'],['CPD-728'],['CPD-729'],-32.97
231,RXN-18986,N/A,N/A,"['CPD-13149', 'Donor-H2', 'OXYGEN-MOLECULE']","['CPD-20452', 'Acceptor', 'WATER']",N/A
232,RUBREDOXIN--NAD+-REDUCTASE-RXN,"['ENZRXN-3341', 'ENZRXN-85']",['EC-1.18.1.1'],"['NAD', 'Reduced-Rubredoxins', 'PROTON']","['NADH', 'Oxidized-Rubredoxins']",9.625336
233,RXN-16640,['ENZRXN-23840'],['EC-6.3.2'],"['S-ADENOSYLMETHIONINE', 'CPD-17918', 'ATP', 'PHE']","['CPD-17919', 'AMP', 'PPI', 'PROTON', 'ADENOSYL-HOMO-CYS']",-166.31818
234,RXN-8647,['ENZRXN66-4257'],N/A,['6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6'],"['CPD-8892', 'WATER']",-16.027
235,RXN-16684,['ENZRXN-23865'],['EC-6.3.2'],['CPD-17982'],"['CPD-17957', 'ACP']",499.23495
236,RXN-19428,N/A,['EC-1.3.1'],"['CPD-18798', 'NAD']","['CPD-20995', 'NADH', 'PROTON']",10.89183
237,RXN-12232,['ENZRXN-18871'],['EC-2.3.1'],"['CPD-13160', 'ACETYL-COA']","['PROTON', 'CPD-13161', 'CO-A']",-6.538391
238,RXN-7566,"['ENZRXN-26649', 'ENZRXN-13990']",['EC-1.21.4.2'],"['ACETYL-P', 'AMMONIUM', 'Ox-Thioredoxin', 'WATER']","['GLY', 'Pi', 'Red-Thioredoxin', 'PROTON']",-9.085266
239,PHENYLALANINE--TRNA-LIGASE-RXN,['PHES-ENZRXN'],['EC-6.1.1.20'],"['PHE-tRNAs', 'PHE', 'ATP']","['Charged-PHE-tRNAs', 'PPI', 'AMP']",-119.33472
240,RXN-9138,N/A,['EC-2.5.1.M1'],"['FARNESYL-PP', 'DELTA3-ISOPENTENYL-PP']","['CPD-9649', 'PPI']",-104.000244
241,PEPTIDYL-GLYCINAMIDASE-RXN,N/A,['EC-3.4.19.2'],"['Prot-Glycinamides', 'WATER']","['C-terminal-Amino-Acids', 'GLYCINAMIDE']",50.26848
242,RXN-14207,N/A,['EC-2.7.1.40'],"['PYRUVATE', 'DGTP']","['PHOSPHO-ENOL-PYRUVATE', 'DGDP', 'PROTON']",-97.22412
243,RXN-12720,['ENZRXN-19692'],['EC-2.7.7.4'],"['SELENATE', 'ATP', 'PROTON']","['CPD-13713', 'PPI']",-65.17432
244,RXN-16622,['ENZRXN-23824'],['EC-1.1.1.100'],"['3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs', 'NADP']","['7Z-3-oxo-hexadec-7-enoyl-ACPs', 'NADPH', 'PROTON']",20.375732
245,1.5.1.32-RXN,['ENZRXN-13046'],['EC-1.5.1.32'],"['12-DIHYDROVOMILENINE', 'NADP']","['VOMILENINE', 'NADPH', 'PROTON']",-10.196503
246,D-LACTATE-2-SULFATASE-RXN,N/A,['EC-3.1.6.17'],"['WATER', 'CPD-542']","['PROTON', 'SULFATE', 'L-LACTATE']",-51.79712
247,RXN-19952,N/A,N/A,"['Disulfide-Isomerase-with-Disulfide-Bond', 'Protein-Red-Disulfides']","['Reduced-Disulfide-Isomerases', 'Protein-Ox-Disulfides']",7.6293945000000e-6
248,RXN-9636,N/A,N/A,"['ILE', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-10271', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'PROTON']",-83.12888
249,RXN-17149,"['ENZRXN-24312', 'ENZRXN-24308']",['EC-1.13.11'],"['CPD-18538', 'OXYGEN-MOLECULE']",['CPD-18539'],-70.231
250,MALONYL-COA-ACP-TRANSACYL-RXN,"['MALONYL-COA-ACP-TRANSACYL-ENZRXN', 'ENZRXN-26603', 'ENZRXN66-5056', 'ENZRXN3O-1554', 'ENZRXN-19130', 'ENZRXN1G-3539', 'ENZRXN3O-871', 'ENZRXN66-2581', 'ENZRXN-11001']","['EC-2.3.1.86', 'EC-2.3.1.85', 'EC-2.3.1.39']","['MALONYL-COA', 'ACP']","['CO-A', 'MALONYL-ACP']",-8.398743
251,RXN-14674,N/A,N/A,['CPD-4187'],['CPD-15501'],-118.89447
252,GLYCEROL-DEHYDRATASE-RXN,"['ENZRXN-4782', 'ENZRXN-4623', 'ENZRXN-4621']",['EC-4.2.1.30'],['GLYCEROL'],"['HYDROXYPROPANAL', 'WATER']",-6.4469986
253,RXN-16531,['ENZRXN-23760'],['EC-2.3.1'],"['ACETYL-COA', 'MALONYL-COA', 'ACP', 'PROTON']","['CPD-17794', 'CO-A', 'CARBON-DIOXIDE', 'WATER']",-114.80664
254,RXN-19921,N/A,N/A,['CPD-14762'],['CPD-14763'],0.
255,RXN-17611,N/A,N/A,['CPD-19043'],"['CPD-19012', 'FORMALDEHYDE']",-9.620003
256,RXN-19859,['ENZRXN-26607'],['EC-1.13.12.M4'],"['MmpE-Product', 'OXYGEN-MOLECULE']","['MupW-Product', 'WATER']",-68.46478
257,RXN-10015,N/A,N/A,['DIHYDROXYPENTANEDIONE'],['CPD-10773'],-3.87
258,1.1.1.39-RXN,"['MALIC-NAD-ENZRXN', 'ENZRXN-23983', 'ENZRXN-22250', 'ENZRXN-21746', 'ENZRXN-20882', 'ENZRXN-20874', 'ENZRXN-20873']",['EC-1.1.1.38'],"['MAL', 'NAD']","['PYRUVATE', 'CARBON-DIOXIDE', 'NADH']",-0.3199463
259,URITRANS-RXN,['URITRANS-ENZRXN'],['EC-2.7.7.59'],"['Gln-B', 'UTP']","['URIDYLYL-PROTEIN-PII', 'PPI']",N/A
260,RXN-4304,"['ENZRXN-6170', 'ENZRXN-6167']",['EC-1.14.14'],"['CPD-4201', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-4202', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']",-81.78476
261,RXN-13210,['ENZRXN-20187'],['EC-3.5.1'],"['CPD-14186', 'WATER']","['CPD-14187', 'ACET']",-4.4794617
262,GLYCOGEN-SYNTHASE-D-PHOSPHATASE-RXN,N/A,['EC-3.1.3.42'],"['Glycogen-synthases-D', 'WATER']","['Glycogen-synthases-I', 'Pi']",N/A
263,RXN-10855,N/A,N/A,"['CPD-7682', 'NAD-P-OR-NOP', 'WATER']","['CPD-468', 'NADH-P-OR-NOP', 'PROTON']",-10.255371
264,2.4.99.11-RXN,['ENZRXN-25333'],['EC-2.4.99.1'],"['CMP-N-ACETYL-NEURAMINATE', 'Lactosyl-Ceramides']","['CPD-442', 'CMP', 'PROTON']",-156.19208
265,RXN-16387,N/A,['EC-1.14.19.28'],"['1-stearoyl-2-acyl-glycerolipids', 'Reduced-ferredoxins', 'OXYGEN-MOLECULE', 'PROTON']","['1-oleoyl-2-acyl-glycerolipids', 'Oxidized-ferredoxins', 'WATER']",-56.579987
266,RXN0-5057,['ENZRXN0-6168'],N/A,"['KDO2-LIPID-IVA', 'ADP-L-GLYCERO-D-MANNO-HEPTOSE']","['PROTON', 'HEPTOSYL-KDO2-LIPID-IVA', 'ADP']",52.63678
267,RXN-15113,['ENZRXN-22399'],['EC-1.14.19.15'],"['CPD-16001', 'Donor-H2', 'OXYGEN-MOLECULE']","['CPD-16002', 'Acceptor', 'WATER']",N/A
268,RXN-19780,N/A,['EC-3.6.1'],"['CPD-21398', 'WATER']","['Protein-L-Aspartates', 'Pi', 'PROTON']",-16.137146
269,MANNONOXIDOREDUCT-RXN,"['MANNONOXIDOREDUCT-ENZRXN', 'ENZRXN-21558']",['EC-1.1.1.57'],"['D-MANNONATE', 'NAD']","['FRUCTURONATE', 'NADH', 'PROTON']",1.0817871
270,3.2.1.57-RXN,N/A,['EC-3.2.1.57'],"['Pullulans', 'WATER']",['CPD-13564'],N/A
271,SULFITE-DEHYDROGENASE-RXN,"['ENZRXN-13076', 'ENZRXN-13066', 'ENZRXN-13004', 'ENZRXN-12965', 'ENZRXN-12958']",['EC-1.8.2.1'],"['SO3', 'Cytochromes-C-Oxidized', 'WATER']","['SULFATE', 'Cytochromes-C-Reduced', 'PROTON']",-16.719467
272,RXN1F-19,['ENZRXN-1723'],['EC-4.2.1.92'],['CPD-725'],"['WATER', 'CPD-728']",-15.526997
